Participant,File,Utterance #,Transcript,Coding
EAR_31.xlsx,208,,oh yeah do you wanna do something cuz sophie was thinking like* she wanted to do a brunch with them too cuz uh she wants to maybe go to the like* one of the dining halls and like* we wanna go one last time before like* if you wanna do that or were you thinking like* we could do something later in the day too we could do brunch with sophie and then dinner with yeah you're gonna have it and people are like uh ,
EAR_31.xlsx,211,,i know right it's like* if it's ten credits i want how much is it ,
EAR_31.xlsx,212,,she could've like* said it as she was touching it so you couldn't really focus so you focus more on the grab but like* yeah ,
EAR_31.xlsx,213,,yeah i hope i do you had a backpack oh yeah you're not gonna do work oh you should've brought those spot ones though that would've been fun the spotted the one that's in the uh yeah two years dana i was like* mhm it's all in the bottom yeah i was like* i was reading like* why is this ,
EAR_31.xlsx,275,,mhm yeah i know i i get confused at streets too i'm like* i'm good with landmarks and like* this place and this store like* okay so we went to not ihop cha2o and we met up with friends and then we didn't get drinks obviously cuz we're like* we already paid for stuff so we just wanna sit here and they're getting stuff so okay we can just sit and so we sat talked and like* we played cards and then we ended our night after that and again i tried to do stuff once i got back but we got back at like* ,
EAR_31.xlsx,276,,but too much i'm like* i'm just looking at cheeto i'm like* i'm going to steal that cat eventually because oh yeah kind of like* or her like* this ham thank you i'm becoming a full cat lady and now i want a cat he's nice he's just like* what the fuck ,
EAR_31.xlsx,281,,i feel like that would make it easier no oh ew i've never shipped a random couple like* i do andrew and megan like* i didn't even know i needed this to happen yeah ,
EAR_31.xlsx,282,,but like* these i'm gonna wash these it's a lot of work i know i know there's a lot of hair here yeah when i was like* cleaning up but yeah i yeah those carpets are getting dirty i don't know how you get that dirty though oh yeah but we should be washing them i mean yeah so the end of next weekend i'll go back ,
EAR_31.xlsx,290,,feel like that's cuz i don't try enough i'm like* eh eh but do i retain anything it's the effort it's the effort that okay i'll give you that if we have that then ,
EAR_31.xlsx,293,,so that was also an easter egg that's bill skarsgard as the normal looking clown cuz they're saying like* that that was it like* showing himself cuz no one else seems to really pay attention to him like* these people aren't tracking him so it's kind of like* to mess with cuz he's scared of clowns already ,
EAR_079.xlsx,1,,i'm like* i'm like* god that girl sucks but it's like* only gonna catch two sentences of your conversation basically so can't catch a glimpse of what you're saying or can it but also i can record anything afterward i mean delete anything i can like* i can choose what i wanna keep but that takes too much time so i'm not going through all the recordings whatever ,
EAR_079.xlsx,34,,is something no which is something taken away that occurs after the behavior to increase the chance of the behavior occurring again so an example she gave is like* if you're in the middle ,
EAR_079.xlsx,48,,wait can i eat pizza do i have to eat can i eat it upstairs or i have to eat it down here its fine you guys they gave me a button and it says the same thing but i left it at home i was like* that's ridiculous i like* this is so ratchet ,
EAR_079.xlsx,49,,like* five bucks my god mhm oh ,
EAR_079.xlsx,75,,he came from the bar and he's like* oh let me get your number and i was like* oh i already gave it to your friend he's like* my friend who and i was like* and then he was like* okay and then he walked away so he got the shorter one the the guy talked about girls turning down in front of a csu boyfriend ,
EAR_079.xlsx,80,,everybody they're friends no i didn't at all no i yeah i mean he did i think he was trying or like* made a few comments but i was like* this guy was trying a little too hard ,
EAR_079.xlsx,82,,literally the second i was like* ,
EAR_079.xlsx,97,,yeah let's do it no be like* no mia chill bro ,
EAR_079.xlsx,99,,i don't know what i want ah okay a burrito actually sounds good but i was thinking that i'd get that not like* but like* um i've never gotten a breakfast burrito i thought that was only i thought that was only for ,
EAR_079.xlsx,104,,if there's like* any other option even like* helping her big who's just in a dumb fight it's like* oh i'd rather do that then why yeah yeah and then she's like* if you like* i feel like* i'm in high school again um girl you're treating it like it's high school yourself no wonder i wanna put some of this mhm yeah want some it definitely smells ,
EAR_079.xlsx,151,,cuz it's water yeah oh my god uh those people make me wanna like* keep going straight ,
EAR_079.xlsx,183,,it's like* one pm you guys it's like* one pm yeah yeah ,
EAR_079.xlsx,213,,but there there was couscous with it there was this grilled onion with this sauce and these like* fancy mushrooms look at this so good fifty-two dollars it was crazy yeah they're ridiculous but it was so good no the the seabass was like* buttery like* each bite you took it like* melted in your mouth it was so good ,
EAR_1.xlsx,89,,yeah i know god i feel like one person's like* snatching all the money like* here's my tuition here's my drinking money oh my gosh just watch wait is it yeah go ahead is there like* a leader in like* what do you call like* the sorority ,
